n,variant,type,opt_level,flops_per_sec
196,kij,float,O3,1.80528e+10
196,jki,float,O3,5.38366e+09
196,kij,double,O3,1.10887e+10
196,jki,double,O3,5.38848e+09
197,kij,float,O3,1.95249e+10
197,jki,float,O3,5.4084e+09
197,kij,double,O3,1.06666e+10
197,jki,double,O3,5.37101e+09
198,kij,float,O3,1.98565e+10
198,jki,float,O3,5.39617e+09
198,kij,double,O3,1.10093e+10
198,jki,double,O3,5.408e+09
199,kij,float,O3,1.95437e+10
199,jki,float,O3,5.39895e+09
199,kij,double,O3,1.0678e+10
199,jki,double,O3,5.4676e+09
200,kij,float,O3,1.95205e+10
200,jki,float,O3,5.34948e+09
200,kij,double,O3,1.13426e+10
200,jki,double,O3,5.22451e+09
201,kij,float,O3,1.92647e+10
201,jki,float,O3,5.4922e+09
201,kij,double,O3,1.09718e+10
201,jki,double,O3,5.4233e+09
202,kij,float,O3,1.86559e+10
202,jki,float,O3,5.32128e+09
202,kij,double,O3,1.121e+10
202,jki,double,O3,5.3914e+09
203,kij,float,O3,1.83154e+10
203,jki,float,O3,5.30649e+09
203,kij,double,O3,1.09044e+10
203,jki,double,O3,5.48021e+09
204,kij,float,O3,1.60671e+10
204,jki,float,O3,5.51051e+09
204,kij,double,O3,1.10354e+10
204,jki,double,O3,5.41473e+09
205,kij,float,O3,1.64692e+10
205,jki,float,O3,5.30341e+09
205,kij,double,O3,1.04962e+10
205,jki,double,O3,4.03647e+09
206,kij,float,O3,1.83491e+10
206,jki,float,O3,5.22562e+09
206,kij,double,O3,1.04646e+10
206,jki,double,O3,5.4101e+09
207,kij,float,O3,1.57983e+10
207,jki,float,O3,5.48592e+09
207,kij,double,O3,1.06536e+10
207,jki,double,O3,5.45369e+09
208,kij,float,O3,2.2081e+10
208,jki,float,O3,5.44093e+09
208,kij,double,O3,1.08137e+10
208,jki,double,O3,4.97945e+09
209,kij,float,O3,1.88978e+10
209,jki,float,O3,5.19577e+09
209,kij,double,O3,1.04578e+10
209,jki,double,O3,5.15484e+09
210,kij,float,O3,2.06828e+10
210,jki,float,O3,4.73075e+09
210,kij,double,O3,1.07715e+10
210,jki,double,O3,5.39037e+09
211,kij,float,O3,1.75383e+10
211,jki,float,O3,5.18769e+09
211,kij,double,O3,1.00439e+10
211,jki,double,O3,5.01522e+09
212,kij,float,O3,1.79262e+10
212,jki,float,O3,5.28702e+09
212,kij,double,O3,1.01329e+10
212,jki,double,O3,5.22294e+09
213,kij,float,O3,1.82017e+10
213,jki,float,O3,5.29911e+09
213,kij,double,O3,1.03552e+10
213,jki,double,O3,5.21054e+09
214,kij,float,O3,1.8128e+10
214,jki,float,O3,5.06334e+09
214,kij,double,O3,1.05756e+10
214,jki,double,O3,5.25595e+09
215,kij,float,O3,1.95897e+10
215,jki,float,O3,5.22132e+09
215,kij,double,O3,1.06671e+10
215,jki,double,O3,5.31887e+09
216,kij,float,O3,1.98589e+10
216,jki,float,O3,5.28768e+09
216,kij,double,O3,1.12611e+10
216,jki,double,O3,5.04859e+09
217,kij,float,O3,1.74544e+10
217,jki,float,O3,5.1959e+09
217,kij,double,O3,1.08933e+10
217,jki,double,O3,5.49624e+09
218,kij,float,O3,1.7475e+10
218,jki,float,O3,5.37767e+09
218,kij,double,O3,1.11972e+10
218,jki,double,O3,5.25143e+09
219,kij,float,O3,1.72296e+10
219,jki,float,O3,5.21364e+09
219,kij,double,O3,1.04144e+10
219,jki,double,O3,5.11586e+09
220,kij,float,O3,1.716e+10
220,jki,float,O3,5.33838e+09
220,kij,double,O3,1.06294e+10
220,jki,double,O3,5.37135e+09
221,kij,float,O3,1.70879e+10
221,jki,float,O3,5.15287e+09
221,kij,double,O3,1.01395e+10
221,jki,double,O3,5.23423e+09
222,kij,float,O3,1.84279e+10
222,jki,float,O3,5.21104e+09
222,kij,double,O3,1.0274e+10
222,jki,double,O3,5.2568e+09
223,kij,float,O3,1.74214e+10
223,jki,float,O3,5.21329e+09
223,kij,double,O3,1.0053e+10
223,jki,double,O3,5.07109e+09
224,kij,float,O3,2.1977e+10
224,jki,float,O3,5.26476e+09
224,kij,double,O3,1.1173e+10
224,jki,double,O3,3.02766e+09
225,kij,float,O3,2.08278e+10
225,jki,float,O3,5.32912e+09
225,kij,double,O3,1.04881e+10
225,jki,double,O3,5.24895e+09
226,kij,float,O3,1.99711e+10
226,jki,float,O3,5.31593e+09
226,kij,double,O3,1.09841e+10
226,jki,double,O3,5.13672e+09
227,kij,float,O3,1.9976e+10
227,jki,float,O3,5.2476e+09
227,kij,double,O3,1.03445e+10
227,jki,double,O3,5.23892e+09
228,kij,float,O3,1.97181e+10
228,jki,float,O3,5.21132e+09
228,kij,double,O3,1.06658e+10
228,jki,double,O3,5.31049e+09
229,kij,float,O3,1.939e+10
229,jki,float,O3,5.34926e+09
229,kij,double,O3,1.01233e+10
229,jki,double,O3,5.13746e+09
230,kij,float,O3,1.94741e+10
230,jki,float,O3,5.53783e+09
230,kij,double,O3,1.06727e+10
230,jki,double,O3,5.22402e+09
231,kij,float,O3,1.98893e+10
231,jki,float,O3,5.45784e+09
231,kij,double,O3,1.06251e+10
231,jki,double,O3,5.14558e+09
232,kij,float,O3,2.03625e+10
232,jki,float,O3,5.3515e+09
232,kij,double,O3,1.0846e+10
232,jki,double,O3,5.12518e+09
233,kij,float,O3,1.98358e+10
233,jki,float,O3,5.49187e+09
233,kij,double,O3,1.06334e+10
233,jki,double,O3,5.26603e+09
234,kij,float,O3,1.88333e+10
234,jki,float,O3,4.46173e+09
234,kij,double,O3,1.07685e+10
234,jki,double,O3,5.10737e+09
235,kij,float,O3,1.75882e+10
235,jki,float,O3,4.93269e+09
235,kij,double,O3,9.87109e+09
235,jki,double,O3,5.19859e+09
236,kij,float,O3,1.94592e+10
236,jki,float,O3,5.20393e+09
236,kij,double,O3,1.02405e+10
236,jki,double,O3,5.2228e+09
237,kij,float,O3,1.77932e+10
237,jki,float,O3,5.27647e+09
237,kij,double,O3,1.03389e+10
237,jki,double,O3,4.86057e+09
238,kij,float,O3,1.72881e+10
238,jki,float,O3,5.32573e+09
238,kij,double,O3,1.09622e+10
238,jki,double,O3,4.81112e+09
239,kij,float,O3,1.8123e+10
239,jki,float,O3,5.28253e+09
239,kij,double,O3,9.6655e+09
239,jki,double,O3,5.05883e+09
240,kij,float,O3,2.07438e+10
240,jki,float,O3,5.06383e+09
240,kij,double,O3,1.07377e+10
240,jki,double,O3,4.82876e+09
241,kij,float,O3,1.99172e+10
241,jki,float,O3,1.93375e+09
241,kij,double,O3,1.03926e+10
241,jki,double,O3,3.75658e+09
242,kij,float,O3,2.01977e+10
242,jki,float,O3,5.19734e+09
242,kij,double,O3,1.06447e+10
242,jki,double,O3,5.35016e+09
243,kij,float,O3,2.01957e+10
243,jki,float,O3,5.26928e+09
243,kij,double,O3,1.02752e+10
243,jki,double,O3,5.25838e+09
244,kij,float,O3,2.04363e+10
244,jki,float,O3,5.25467e+09
244,kij,double,O3,1.06284e+10
244,jki,double,O3,5.34299e+09
245,kij,float,O3,1.95725e+10
245,jki,float,O3,5.26109e+09
245,kij,double,O3,1.01481e+10
245,jki,double,O3,4.87594e+09
246,kij,float,O3,2.01424e+10
246,jki,float,O3,5.09547e+09
246,kij,double,O3,1.04629e+10
246,jki,double,O3,5.34875e+09
247,kij,float,O3,1.94436e+10
247,jki,float,O3,5.24308e+09
247,kij,double,O3,9.86968e+09
247,jki,double,O3,5.0391e+09
248,kij,float,O3,1.87695e+10
248,jki,float,O3,5.00483e+09
248,kij,double,O3,1.00667e+10
248,jki,double,O3,4.76616e+09
249,kij,float,O3,1.75467e+10
249,jki,float,O3,5.15439e+09
249,kij,double,O3,9.99127e+09
249,jki,double,O3,5.09e+09
250,kij,float,O3,1.83655e+10
250,jki,float,O3,5.13984e+09
250,kij,double,O3,1.0836e+10
250,jki,double,O3,5.2666e+09
251,kij,float,O3,1.86131e+10
251,jki,float,O3,5.14903e+09
251,kij,double,O3,9.25003e+09
251,jki,double,O3,4.72592e+09
252,kij,float,O3,1.84992e+10
252,jki,float,O3,5.17182e+09
252,kij,double,O3,1.00494e+10
252,jki,double,O3,5.24998e+09
253,kij,float,O3,1.81543e+10
253,jki,float,O3,5.37709e+09
253,kij,double,O3,1.06462e+10
253,jki,double,O3,5.47678e+09
254,kij,float,O3,1.8981e+10
254,jki,float,O3,5.30632e+09
254,kij,double,O3,1.06181e+10
254,jki,double,O3,5.38286e+09
255,kij,float,O3,1.923e+10
255,jki,float,O3,5.44872e+09
255,kij,double,O3,1.05944e+10
255,jki,double,O3,5.40182e+09
256,kij,float,O3,2.21658e+10
256,jki,float,O3,5.886e+08
256,kij,double,O3,1.13011e+10
256,jki,double,O3,5.19098e+08
257,kij,float,O3,2.00247e+10
257,jki,float,O3,5.52267e+09
257,kij,double,O3,1.03778e+10
257,jki,double,O3,5.48776e+09
258,kij,float,O3,2.06882e+10
258,jki,float,O3,5.49011e+09
258,kij,double,O3,1.08934e+10
258,jki,double,O3,5.48477e+09
259,kij,float,O3,1.95402e+10
259,jki,float,O3,5.40936e+09
259,kij,double,O3,1.03982e+10
259,jki,double,O3,5.39695e+09
260,kij,float,O3,2.07819e+10
260,jki,float,O3,5.40148e+09
260,kij,double,O3,1.09139e+10
260,jki,double,O3,5.45236e+09
261,kij,float,O3,1.98571e+10
261,jki,float,O3,5.43449e+09
261,kij,double,O3,1.05052e+10
261,jki,double,O3,5.40923e+09
262,kij,float,O3,1.99549e+10
262,jki,float,O3,5.42544e+09
262,kij,double,O3,1.07954e+10
262,jki,double,O3,5.4406e+09
263,kij,float,O3,1.95455e+10
263,jki,float,O3,5.3836e+09
263,kij,double,O3,1.04636e+10
263,jki,double,O3,5.37718e+09
264,kij,float,O3,2.0372e+10
264,jki,float,O3,5.41469e+09
264,kij,double,O3,1.10394e+10
264,jki,double,O3,5.04776e+09
265,kij,float,O3,1.93258e+10
265,jki,float,O3,5.42785e+09
265,kij,double,O3,1.06177e+10
265,jki,double,O3,5.41599e+09
266,kij,float,O3,1.96277e+10
266,jki,float,O3,5.47113e+09
266,kij,double,O3,1.09673e+10
266,jki,double,O3,5.46596e+09
267,kij,float,O3,1.93566e+10
267,jki,float,O3,5.52096e+09
267,kij,double,O3,1.06905e+10
267,jki,double,O3,5.42992e+09
268,kij,float,O3,1.93449e+10
268,jki,float,O3,5.37672e+09
268,kij,double,O3,1.08756e+10
268,jki,double,O3,5.42806e+09
269,kij,float,O3,1.88096e+10
269,jki,float,O3,5.43606e+09
269,kij,double,O3,1.05149e+10
269,jki,double,O3,5.41072e+09
270,kij,float,O3,1.91109e+10
270,jki,float,O3,5.46115e+09
270,kij,double,O3,1.08255e+10
270,jki,double,O3,5.47875e+09
271,kij,float,O3,1.892e+10
271,jki,float,O3,5.42873e+09
271,kij,double,O3,1.05374e+10
271,jki,double,O3,5.47134e+09
272,kij,float,O3,2.21562e+10
272,jki,float,O3,5.30099e+09
272,kij,double,O3,1.10872e+10
272,jki,double,O3,4.98569e+09
273,kij,float,O3,2.04792e+10
273,jki,float,O3,1.87208e+09
273,kij,double,O3,1.07277e+10
273,jki,double,O3,3.71233e+09
274,kij,float,O3,2.09044e+10
274,jki,float,O3,5.45029e+09
274,kij,double,O3,1.09665e+10
274,jki,double,O3,5.48537e+09
275,kij,float,O3,2.04866e+10
275,jki,float,O3,5.49192e+09
275,kij,double,O3,1.06983e+10
275,jki,double,O3,5.48133e+09
276,kij,float,O3,2.10526e+10
276,jki,float,O3,5.47956e+09
276,kij,double,O3,1.09412e+10
276,jki,double,O3,5.43634e+09
277,kij,float,O3,2.00307e+10
277,jki,float,O3,5.44547e+09
277,kij,double,O3,1.06179e+10
277,jki,double,O3,5.45545e+09
278,kij,float,O3,2.02764e+10
278,jki,float,O3,5.47503e+09
278,kij,double,O3,1.09685e+10
278,jki,double,O3,5.46477e+09
279,kij,float,O3,1.99222e+10
279,jki,float,O3,5.45316e+09
279,kij,double,O3,1.06334e+10
279,jki,double,O3,5.48374e+09
280,kij,float,O3,2.04232e+10
280,jki,float,O3,5.46592e+09
280,kij,double,O3,1.11635e+10
280,jki,double,O3,5.0825e+09
281,kij,float,O3,1.94865e+10
281,jki,float,O3,5.45771e+09
281,kij,double,O3,1.06599e+10
281,jki,double,O3,5.45603e+09
282,kij,float,O3,1.97292e+10
282,jki,float,O3,5.473e+09
282,kij,double,O3,1.10775e+10
282,jki,double,O3,5.48565e+09
283,kij,float,O3,1.94366e+10
283,jki,float,O3,5.48566e+09
283,kij,double,O3,1.07268e+10
283,jki,double,O3,5.46903e+09
284,kij,float,O3,2.00544e+10
284,jki,float,O3,5.47054e+09
284,kij,double,O3,1.09592e+10
284,jki,double,O3,5.46537e+09
285,kij,float,O3,1.91266e+10
285,jki,float,O3,5.46741e+09
285,kij,double,O3,1.05773e+10
285,jki,double,O3,5.48621e+09
286,kij,float,O3,1.93616e+10
286,jki,float,O3,5.44903e+09
286,kij,double,O3,1.08706e+10
286,jki,double,O3,5.44623e+09
287,kij,float,O3,1.89453e+10
287,jki,float,O3,5.4428e+09
287,kij,double,O3,1.05382e+10
287,jki,double,O3,5.46567e+09
288,kij,float,O3,2.20066e+10
288,jki,float,O3,5.22376e+09
288,kij,double,O3,1.11066e+10
288,jki,double,O3,2.70053e+09
289,kij,float,O3,2.02828e+10
289,jki,float,O3,5.54149e+09
289,kij,double,O3,1.066e+10
289,jki,double,O3,5.25847e+09
290,kij,float,O3,1.91823e+10
290,jki,float,O3,5.10854e+09
290,kij,double,O3,1.02016e+10
290,jki,double,O3,5.03958e+09
291,kij,float,O3,1.86607e+10
291,jki,float,O3,5.1485e+09
291,kij,double,O3,9.84781e+09
291,jki,double,O3,5.04786e+09
292,kij,float,O3,1.92192e+10
292,jki,float,O3,5.10896e+09
292,kij,double,O3,1.01762e+10
292,jki,double,O3,5.01165e+09
293,kij,float,O3,1.79223e+10
293,jki,float,O3,5.07615e+09
293,kij,double,O3,9.81834e+09
293,jki,double,O3,5.22491e+09
294,kij,float,O3,1.93623e+10
294,jki,float,O3,5.1729e+09
294,kij,double,O3,1.0216e+10
294,jki,double,O3,5.09354e+09
295,kij,float,O3,1.84003e+10
295,jki,float,O3,5.40444e+09
295,kij,double,O3,1.05251e+10
295,jki,double,O3,5.26359e+09
296,kij,float,O3,1.93395e+10
296,jki,float,O3,5.35511e+09
296,kij,double,O3,1.09633e+10
296,jki,double,O3,4.86343e+09
297,kij,float,O3,1.83872e+10
297,jki,float,O3,5.08851e+09
297,kij,double,O3,9.75752e+09
297,jki,double,O3,5.12106e+09
298,kij,float,O3,1.84671e+10
298,jki,float,O3,5.19899e+09
298,kij,double,O3,1.03448e+10
298,jki,double,O3,5.16852e+09
299,kij,float,O3,1.82598e+10
299,jki,float,O3,5.1206e+09
299,kij,double,O3,9.78793e+09
299,jki,double,O3,5.14351e+09
300,kij,float,O3,1.84964e+10
300,jki,float,O3,5.14972e+09
300,kij,double,O3,1.00196e+10
300,jki,double,O3,5.01465e+09
301,kij,float,O3,1.81871e+10
301,jki,float,O3,5.28595e+09
301,kij,double,O3,1.07065e+10
301,jki,double,O3,5.28489e+09
302,kij,float,O3,1.84246e+10
302,jki,float,O3,5.19927e+09
302,kij,double,O3,1.02259e+10
302,jki,double,O3,5.17636e+09
303,kij,float,O3,1.77302e+10
303,jki,float,O3,5.17414e+09
303,kij,double,O3,1.00031e+10
303,jki,double,O3,5.10308e+09
304,kij,float,O3,2.06313e+10
304,jki,float,O3,4.95479e+09
304,kij,double,O3,1.04137e+10
304,jki,double,O3,4.6814e+09
305,kij,float,O3,1.88923e+10
305,jki,float,O3,5.07832e+09
305,kij,double,O3,9.7003e+09
305,jki,double,O3,4.10154e+09
306,kij,float,O3,1.88709e+10
306,jki,float,O3,5.11433e+09
306,kij,double,O3,1.01524e+10
306,jki,double,O3,5.28639e+09
307,kij,float,O3,2.05597e+10
307,jki,float,O3,5.56438e+09
307,kij,double,O3,1.08051e+10
307,jki,double,O3,5.31477e+09
308,kij,float,O3,1.96657e+10
308,jki,float,O3,5.1391e+09
308,kij,double,O3,1.00689e+10
308,jki,double,O3,5.0215e+09
309,kij,float,O3,1.8642e+10
309,jki,float,O3,5.02363e+09
309,kij,double,O3,9.32921e+09
309,jki,double,O3,4.96473e+09
310,kij,float,O3,1.88434e+10
310,jki,float,O3,5.23538e+09
310,kij,double,O3,1.01006e+10
310,jki,double,O3,5.0741e+09
311,kij,float,O3,1.86981e+10
311,jki,float,O3,5.19735e+09
311,kij,double,O3,9.86628e+09
311,jki,double,O3,5.13353e+09
312,kij,float,O3,1.92866e+10
312,jki,float,O3,5.1334e+09
312,kij,double,O3,1.04781e+10
312,jki,double,O3,5.21158e+09
313,kij,float,O3,1.98203e+10
313,jki,float,O3,5.48294e+09
313,kij,double,O3,9.7114e+09
313,jki,double,O3,5.05894e+09
314,kij,float,O3,1.80964e+10
314,jki,float,O3,4.71847e+09
314,kij,double,O3,8.45484e+09
314,jki,double,O3,3.44858e+09
315,kij,float,O3,1.71162e+10
315,jki,float,O3,1.2856e+09
315,kij,double,O3,9.56699e+09
315,jki,double,O3,3.24974e+09
316,kij,float,O3,1.81834e+10
316,jki,float,O3,4.97776e+09
316,kij,double,O3,1.00821e+10
316,jki,double,O3,5.04287e+09
317,kij,float,O3,1.6944e+10
317,jki,float,O3,4.92962e+09
317,kij,double,O3,9.55611e+09
317,jki,double,O3,4.92684e+09
318,kij,float,O3,1.78223e+10
318,jki,float,O3,4.91855e+09
318,kij,double,O3,9.81642e+09
318,jki,double,O3,4.88583e+09
319,kij,float,O3,4.82678e+09
319,jki,float,O3,2.34459e+09
319,kij,double,O3,7.3695e+09
319,jki,double,O3,4.13566e+09
320,kij,float,O3,1.80741e+10
320,jki,float,O3,2.27621e+09
320,kij,double,O3,9.96579e+09
320,jki,double,O3,9.88098e+08
321,kij,float,O3,1.84767e+10
321,jki,float,O3,5.06098e+09
321,kij,double,O3,9.77651e+09
321,jki,double,O3,5.11609e+09
322,kij,float,O3,1.98523e+10
322,jki,float,O3,5.30741e+09
322,kij,double,O3,1.07497e+10
322,jki,double,O3,5.08424e+09
323,kij,float,O3,1.90162e+10
323,jki,float,O3,5.13873e+09
323,kij,double,O3,1.05617e+10
323,jki,double,O3,5.07052e+09
324,kij,float,O3,1.9572e+10
324,jki,float,O3,5.1136e+09
324,kij,double,O3,1.02418e+10
324,jki,double,O3,5.10358e+09
325,kij,float,O3,1.87747e+10
325,jki,float,O3,5.12268e+09
325,kij,double,O3,1.01573e+10
325,jki,double,O3,5.04963e+09
326,kij,float,O3,1.88611e+10
326,jki,float,O3,5.12533e+09
326,kij,double,O3,1.00727e+10
326,jki,double,O3,5.08162e+09
327,kij,float,O3,1.85891e+10
327,jki,float,O3,5.2443e+09
327,kij,double,O3,9.88612e+09
327,jki,double,O3,5.14323e+09
328,kij,float,O3,2.04596e+10
328,jki,float,O3,5.26083e+09
328,kij,double,O3,1.04213e+10
328,jki,double,O3,4.68453e+09
329,kij,float,O3,1.83769e+10
329,jki,float,O3,5.0916e+09
329,kij,double,O3,9.93264e+09
329,jki,double,O3,4.9645e+09
330,kij,float,O3,1.8474e+10
330,jki,float,O3,5.10525e+09
330,kij,double,O3,1.03723e+10
330,jki,double,O3,5.10815e+09
331,kij,float,O3,1.90574e+10
331,jki,float,O3,5.02826e+09
331,kij,double,O3,9.76029e+09
331,jki,double,O3,5.27648e+09
332,kij,float,O3,1.90871e+10
332,jki,float,O3,5.23395e+09
332,kij,double,O3,1.09966e+10
332,jki,double,O3,5.49238e+09
333,kij,float,O3,1.81052e+10
333,jki,float,O3,5.23826e+09
333,kij,double,O3,9.82275e+09
333,jki,double,O3,5.11825e+09
334,kij,float,O3,1.79772e+10
334,jki,float,O3,5.08527e+09
334,kij,double,O3,1.0213e+10
334,jki,double,O3,5.15565e+09
335,kij,float,O3,1.77208e+10
335,jki,float,O3,5.09741e+09
335,kij,double,O3,9.80225e+09
335,jki,double,O3,5.19453e+09
336,kij,float,O3,2.16769e+10
336,jki,float,O3,5.19784e+09
336,kij,double,O3,1.03974e+10
336,jki,double,O3,4.86685e+09
337,kij,float,O3,1.97605e+10
337,jki,float,O3,5.13676e+09
337,kij,double,O3,1.0058e+10
337,jki,double,O3,5.0686e+09
338,kij,float,O3,2.08489e+10
338,jki,float,O3,4.95811e+09
338,kij,double,O3,1.01613e+10
338,jki,double,O3,5.05412e+09
339,kij,float,O3,1.88252e+10
339,jki,float,O3,5.12833e+09
339,kij,double,O3,9.77431e+09
339,jki,double,O3,5.02974e+09
340,kij,float,O3,2.08337e+10
340,jki,float,O3,5.05701e+09
340,kij,double,O3,9.84254e+09
340,jki,double,O3,5.18379e+09
341,kij,float,O3,1.8914e+10
341,jki,float,O3,4.19122e+09
341,kij,double,O3,9.97452e+09
341,jki,double,O3,3.26661e+09
342,kij,float,O3,1.84626e+10
342,jki,float,O3,5.13303e+09
342,kij,double,O3,1.0166e+10
342,jki,double,O3,5.0458e+09
343,kij,float,O3,1.82492e+10
343,jki,float,O3,5.06737e+09
343,kij,double,O3,1.02118e+10
343,jki,double,O3,5.23004e+09
344,kij,float,O3,1.95026e+10
344,jki,float,O3,5.35179e+09
344,kij,double,O3,1.08587e+10
344,jki,double,O3,4.91267e+09
345,kij,float,O3,1.82537e+10
345,jki,float,O3,5.15352e+09
345,kij,double,O3,9.61993e+09
345,jki,double,O3,5.01704e+09
346,kij,float,O3,1.83454e+10
346,jki,float,O3,5.06654e+09
346,kij,double,O3,1.02104e+10
346,jki,double,O3,5.10783e+09
347,kij,float,O3,1.83367e+10
347,jki,float,O3,5.28053e+09
347,kij,double,O3,9.94921e+09
347,jki,double,O3,2.3978e+09
348,kij,float,O3,1.50221e+10
348,jki,float,O3,4.64132e+09
348,kij,double,O3,1.00864e+10
348,jki,double,O3,5.13687e+09
349,kij,float,O3,1.81935e+10
349,jki,float,O3,5.14437e+09
349,kij,double,O3,1.01506e+10
349,jki,double,O3,5.10574e+09
350,kij,float,O3,7.72595e+09
350,jki,float,O3,3.90422e+09
350,kij,double,O3,9.81644e+09
350,jki,double,O3,5.26236e+09
351,kij,float,O3,1.72819e+10
351,jki,float,O3,3.98781e+09
351,kij,double,O3,9.95567e+09
351,jki,double,O3,5.03207e+09
352,kij,float,O3,2.11954e+10
352,jki,float,O3,5.05802e+09
352,kij,double,O3,1.05977e+10
352,jki,double,O3,2.25372e+09
353,kij,float,O3,1.97723e+10
353,jki,float,O3,5.10463e+09
353,kij,double,O3,1.01125e+10
353,jki,double,O3,5.19842e+09
354,kij,float,O3,1.97465e+10
354,jki,float,O3,5.03844e+09
354,kij,double,O3,1.10202e+10
354,jki,double,O3,5.1815e+09
355,kij,float,O3,1.9495e+10
355,jki,float,O3,5.30345e+09
355,kij,double,O3,1.00641e+10
355,jki,double,O3,4.47745e+09
356,kij,float,O3,2.02452e+10
356,jki,float,O3,5.23777e+09
356,kij,double,O3,1.02905e+10
356,jki,double,O3,5.22268e+09
357,kij,float,O3,1.92758e+10
357,jki,float,O3,5.25887e+09
357,kij,double,O3,1.00097e+10
357,jki,double,O3,5.23517e+09
358,kij,float,O3,2.06741e+10
358,jki,float,O3,5.33751e+09
358,kij,double,O3,1.02803e+10
358,jki,double,O3,5.2417e+09
359,kij,float,O3,1.90476e+10
359,jki,float,O3,5.33421e+09
359,kij,double,O3,1.01071e+10
359,jki,double,O3,5.30837e+09
360,kij,float,O3,1.94257e+10
360,jki,float,O3,5.16786e+09
360,kij,double,O3,1.0415e+10
360,jki,double,O3,4.98615e+09
361,kij,float,O3,1.95411e+10
361,jki,float,O3,5.1917e+09
361,kij,double,O3,9.56129e+09
361,jki,double,O3,5.07294e+09
362,kij,float,O3,1.92056e+10
362,jki,float,O3,2.70131e+09
362,kij,double,O3,5.29066e+09
362,jki,double,O3,5.16861e+09
363,kij,float,O3,1.88461e+10
363,jki,float,O3,5.38492e+09
363,kij,double,O3,9.64831e+09
363,jki,double,O3,5.31529e+09
364,kij,float,O3,1.96386e+10
364,jki,float,O3,5.44035e+09
364,kij,double,O3,1.02574e+10
364,jki,double,O3,5.22205e+09
365,kij,float,O3,1.82083e+10
365,jki,float,O3,5.30967e+09
365,kij,double,O3,9.72098e+09
365,jki,double,O3,5.28438e+09
366,kij,float,O3,1.89268e+10
366,jki,float,O3,5.35566e+09
366,kij,double,O3,1.00361e+10
366,jki,double,O3,5.3742e+09
367,kij,float,O3,1.86493e+10
367,jki,float,O3,5.18462e+09
367,kij,double,O3,1.01355e+10
367,jki,double,O3,4.90731e+09
368,kij,float,O3,2.07081e+10
368,jki,float,O3,5.26391e+09
368,kij,double,O3,1.05513e+10
368,jki,double,O3,4.60378e+09
369,kij,float,O3,1.96494e+10
369,jki,float,O3,5.22285e+09
369,kij,double,O3,9.91317e+09
369,jki,double,O3,5.12201e+09
370,kij,float,O3,1.9322e+10
370,jki,float,O3,5.24767e+09
370,kij,double,O3,1.03508e+10
370,jki,double,O3,5.17163e+09
371,kij,float,O3,1.92033e+10
371,jki,float,O3,5.28755e+09
371,kij,double,O3,9.9679e+09
371,jki,double,O3,4.96689e+09
372,kij,float,O3,1.98646e+10
372,jki,float,O3,5.19429e+09
372,kij,double,O3,1.02969e+10
372,jki,double,O3,5.16297e+09
373,kij,float,O3,1.90704e+10
373,jki,float,O3,5.29306e+09
373,kij,double,O3,1.01281e+10
373,jki,double,O3,5.22384e+09
374,kij,float,O3,1.96937e+10
374,jki,float,O3,5.35185e+09
374,kij,double,O3,1.04699e+10
374,jki,double,O3,5.26715e+09
375,kij,float,O3,1.8219e+10
375,jki,float,O3,3.11086e+09
375,kij,double,O3,1.00976e+10
375,jki,double,O3,4.08691e+09
376,kij,float,O3,2.0245e+10
376,jki,float,O3,5.33662e+09
376,kij,double,O3,1.04045e+10
376,jki,double,O3,4.8304e+09
377,kij,float,O3,1.87373e+10
377,jki,float,O3,5.23461e+09
377,kij,double,O3,9.84382e+09
377,jki,double,O3,5.124e+09
378,kij,float,O3,1.88835e+10
378,jki,float,O3,5.15522e+09
378,kij,double,O3,1.02374e+10
378,jki,double,O3,5.18932e+09
379,kij,float,O3,1.88665e+10
379,jki,float,O3,5.50408e+09
379,kij,double,O3,9.89595e+09
379,jki,double,O3,4.99723e+09
380,kij,float,O3,1.94643e+10
380,jki,float,O3,5.21378e+09
380,kij,double,O3,1.01665e+10
380,jki,double,O3,5.1294e+09
381,kij,float,O3,1.81254e+10
381,jki,float,O3,2.63343e+09
381,kij,double,O3,9.8451e+09
381,jki,double,O3,3.59956e+09
382,kij,float,O3,1.8803e+10
382,jki,float,O3,5.29043e+09
382,kij,double,O3,1.00745e+10
382,jki,double,O3,5.19372e+09
383,kij,float,O3,1.86306e+10
383,jki,float,O3,5.22105e+09
383,kij,double,O3,9.95369e+09
383,jki,double,O3,5.11484e+09
384,kij,float,O3,2.0687e+10
384,jki,float,O3,1.36536e+09
384,kij,double,O3,1.0247e+10
384,jki,double,O3,8.73021e+08
385,kij,float,O3,1.90865e+10
385,jki,float,O3,5.2245e+09
385,kij,double,O3,9.92203e+09
385,jki,double,O3,5.25369e+09
386,kij,float,O3,1.94018e+10
386,jki,float,O3,5.35438e+09
386,kij,double,O3,1.02997e+10
386,jki,double,O3,4.86442e+09
387,kij,float,O3,1.91547e+10
387,jki,float,O3,5.27721e+09
387,kij,double,O3,9.76863e+09
387,jki,double,O3,5.01968e+09
388,kij,float,O3,1.98716e+10
388,jki,float,O3,5.11392e+09
388,kij,double,O3,1.03365e+10
388,jki,double,O3,5.02879e+09
389,kij,float,O3,1.88791e+10
389,jki,float,O3,5.06957e+09
389,kij,double,O3,9.6384e+09
389,jki,double,O3,5.06845e+09
390,kij,float,O3,1.97773e+10
